ward,gps_height_s
mchoteka,547.3571428571429
mchukwi,36.0
mdago,1416.6666666666667
mdandu,1797.6060606060605
mdimba mnyoma,349.8421052631579
measkron,1656.7272727272727
melela,481.6585365853659
membe,1120.0
mengwe manda,1280.4473684210527
mererani,912.2641509433962
merya,1606.3684210526317
mfaranyaki,1063.5
mfumbi,1069.8
mgama,1701.375
mgambo,341.51063829787233
mgandu,1511.8620689655172
mganza,1101.0
mgombasi,762.6545454545454
mgori,1325.3823529411766
mgungira,1035.142857142857
mgwashi,1422.4666666666667
mhande,141.9306898774984
mhango,188.24214103653355
mhezi,1627.25
mhinduro,538.6325088339223
mhonda,459.0
mhongolo,44.472300281011634
mhunze,1274.4070179584128
miangalua,1560.1052631578948
mibulani,-28.3
michenjele,152.30769230769232
miguruwe,131.83333333333334
miguwa,1233.0
mihambwe,183.16666666666666
mihugi,1233.0
mihumo,528.6923076923077
mikalanga,1541.4736842105262
mikangaula,332.72727272727275
mikoni,1240.0
mikumi,570.0232558139535
mikunguni,46.5
milambo,1233.0
milanzi,1922.8095238095239
milepa,834.25
milingoti magharibi,592.6666666666666
milingoti mashariki,545.8
milogodi,307.61538461538464
milola,263.2142857142857
mima,1120.0
mindu,425.3333333333333
minepa,269.8421052631579
mingumbi,43.84
minyughe,1331.2
minziro,1240.0
miono,280.95
mipingo,74.05917159763314
mirare,1342.2727272727273
mirui,262.5
misalai,1001.6666666666666
misasi,141.93068987749845
misechela,449.9375
misezero,1391.878787878788
misha,1233.0
mishamo,1297.8916256157636
misima,557.7142857142857
misozwe,185.47058823529412
missungwi,141.93068987749845
misughaa,1241.076923076923
misunkumilo,1076.0
miteja,-21.954545454545453
mitengo,-35.75
mitole,47.0
mizibaziba,1233.0
mji mpya,802.0
mji mwema,-27.76923076923077
mkalamo,239.85915492957747
mkamba,67.51515151515152
mkambalani,469.85185185185185
mkange,106.46153846153847
mkata,376.75
mkigo,1586.1636363636364
mkindi,538.6325088339223
mkinga,538.6325088339224
mkoka,81.97086368366281
mkolani,225.22535211267606
mkoma,1248.0208333333333
mkomazi,428.1875
mkongo,536.0380819285527
mkonjowano,342.14285714285717
mkonze,1120.0
mkoreha,177.8125
mkotokuyana,363.8
mkowe,1683.3125
mkula,138.05555555555546
mkulazi,96.11111111111111
mkululu,381.85714285714283
mkumbi,1404.0
mkundi,337.26666666666665
mkunya,275.0
mkuranga,63.01851851851852
mkutano,267.8
mkuyuni,385.4102564102564
mkuzi,188.41666666666666
mkwaja,-12.11111111111111
mkwajuni,1711.0
mkwamba,1755.1538461538462
mkwedu,512.8333333333334
mkwiti,118.0
mlali,443.2004938271606
mlalo,1378.5714285714287
mlambo-itobo,1233.0
mlandizi,35.27272727272727
mlangali,1689.1104000000007
mlangarini,1152.891304347826
mlembwe,558.5714285714286
mletele,1119.75
mlimani,1273.0
mlimba,326.6714285714286
mlola,1242.7333333333333
mlondwe,2131.9
mlowa,891.0
mlowa bwawani,1120.0
mlowo,1711.0
mlunduzi,1120.0
mnacho,401.5
mnara,659.5454545454545
mnavira,210.95238095238096
mnazi,839.7941176470588
mnekachi,664.0
mnenia,1120.0
mnero miembeni,361.7142857142857
mnero ngongo,305.52941176470586
mngazi,182.59259259259258
mngonya,824.1851851851852
mngoyo,-3.0
mnima,233.6
mninga,1899.0
mnolela,106.58333333333333
mnyamba,1208.409090909091
mnyambe,726.2222222222222
mnyawa,233.30769230769232
mnyuzi,256.3666666666667
moa,538.6325088339222
mofu,261.1904761904762
mogitu,1679.911111111111
mogwa,1233.0
moita,1242.3333333333333
moivo,1463.9545454545455
mollo,2022.3
mombo,406.6
mondo,142.24754571001048
monduli juu,1609.25
moshono,1269.2272727272727
motamburu kitendani,1739.9285714285713
mpalanga,1120.0
mpamantwa,1120.0
mpambala,1089.0
mpanda ndogo,1188.8666666666666
mpapa,1455.08
mpendo,1120.0
mpepai,946.5
mphwayungu,1120.0
mpigamiti,843.3333333333334
mpindimbi,475.7
mpindo,44.47230028101162
mpinji,1396.4
mpiruka,405.625
mpitimbi,990.2205882352941
mpondo,1711.0
mpotwa,432.96666666666664
mpuguso,1711.0
mpui,1584.2
mpunguzi,1120.0
mpunze,44.47230028101166
mrijo,1120.0
msalato,1120.0
msamalo,1120.0
msambara,1593.35
msambiazi,439.6529126213592
msanga,329.125
msangano,1711.0
msangeni,1314.375
msanja,538.6325088339224
msanzi,1773.795918367347
msaranga,799.3333333333334
msata,243.4931506849315
mseke,1635.032258064516
mshangano,1084.6
mshewa,1439.0833333333333
mshewe,1711.0
msia,1711.0
msimbu,129.1875
msindo,1023.8805970149253
msingi,1302.090909090909
msisi,1188.0587695133154
msitu wa tembo,698.8545454545455
msogezi,514.6666666666666
msongola,25.775862068965516
msowero,474.53473491773315
mtae,1656.0
mtakuja,141.9306898774984
mtama,84.4090909090909
mtamaa,1444.5263157894738
mtambula,1699.96
mtanana,1120.0
mtanda,-3.0
mtanila,1711.0
mtapenda,1146.078947368421
mtego wa noti,1089.0555555555557
mtekente,1150.5
mtenga,1561.095238095238
mtibwa,332.81081081081084
mtii,1298.2
mtimbira,321.57142857142856
mtimbwani,538.6325088339223
mtina,515.5217391304348
mtindiro,174.55555555555554
mtiniko,160.45454545454547
mtinko,1555.75
mtipa,1518.6
mtipwili,469.125
mtitaa,1120.0
mtitu,1735.4285714285713
mtoa,1141.3125
mtombozi,375.4117647058824
mtonya,-38.5
mtowisa,832.1388888888889
mtua,289.55
mtumba,1120.0
mtwango,1733.202614379085
mubunda,1240.0
mudida,1545.2916666666667
mugango,1155.5
muganza,1240.0
mugoma,1240.0
mugumu urban,1605.359375
mugunzu,1288.09375
muhange,1406.3076923076924
muhinda,1613.698795180723
muhukuru,719.3333333333334
muhunga,1591.525
muhutwe,1240.0
muhuwesi,451.2692307692308
mukituntu,1286.6904761904761
muleba,1240.0
mundemu,1120.0
mundindi,1429.9722222222222
munga'a,1603.984375
mungumaji,1534.0
munyegera,1360.6781609195402
munzenze,1072.7209302325582
murangi,1167.6666666666667
muriaza,1466.9615384615386
muriba,1818.5
murieti,1502.0689655172414
muriti,1201.6451612903227
murongo,1240.0
murray,1910.5
murufiti,1222.406976744186
murungu,1305.607142857143
murusagamba,1240.0
murutunguru,1197.0263157894738
musa,1588.0689655172414
muungano,1174.8857142857144
muyama,1269.8
muze,823.5714285714286
muzye,1338.952380952381
mvomero,367.7984496124031
mvuha,137.07894736842104
mvumi makulu,1120.0
mvumi mission,1120.0
mvungwe,538.6325088339221
mwabomba,141.93068987749842
mwabuma,44.47230028101165
mwabusalu,44.472300281011634
mwabuzo,44.47230028101164
mwada,969.2666666666667
mwadobana,188.24214103653347
mwadui lohumbo,44.472300281011634
mwagi,141.93068987749834
mwakanshashala,1233.0
mwakilyambiti,141.93068987749845
mwakipoya,44.47230028101165
mwakitolyo,44.472300281011634
mwalusembe,40.05882352941177
mwamabanza,141.93068987749842
mwamala,427.33663116512383
mwamalasa,44.47230028101165
mwamalili,44.47230028101164
mwamalole,44.472300281011634
mwamanga,141.93068987749845
mwamanongu,44.47230028101164
mwamapalala,188.24214103653344
mwamashele,44.47230028101163
mwamashiga,1233.0
mwamgongo,1059.452380952381
mwamishali,44.47230028101164
mwananyili,141.93068987749842
mwandeti,1713.9411764705883
mwandiga,890.0487804878048
mwandoya,44.472300281011606
mwandu,141.93068987749845
mwang'halanga,141.93068987749845
mwanga,1565.53125
mwanga kaskazini,864.0
mwanga urban,803.5
mwangaza,1329.6666666666667
mwangoi,1374.75
mwangoye,1233.0
mwanhunzi,44.47230028101163
mwaniko,905.1608733122669
mwanjoro,44.47230028101165
mwankoko,1472.46875
mwantini,44.47230028101165
mwaru,1196.3333333333333
mwaseni,17.057142857142857
mwashiku,1233.0
mwaswale,188.2421410365336
mwaubingi,188.2421410365336
mwawaza,44.47230028101164
mwaya,188.16288234190284
mwazye,1789.1636363636364
mwembe,967.0185185185185
mwembesongo,496.6666666666667
mwena,303.17021276595744
mwendakulima,44.472300281011655
mwera,46.473684210526315
mwese,1725.1666666666667
mwika kaskazini,1568.7619047619048
mwika kusini,1311.4561403508771
mwimbi,1752.35
mwingiro,141.93068987749842
mwisi,1233.0
mwitikira,1120.0
mwongozo,1233.0
myangayanga,1388.5238095238096
myovizi,1711.0
myunga,1711.0
mzenga,76.29268292682927
mzinga,560.85
mzizima,53.53333333333333
mzumbe,494.0833333333333
naberera,1262.4705882352941
nachunyu,48.25
nahukahuka,316.7142857142857
nainokanoka,2540.590909090909
naintiri,1404.7142857142858
naipanga,327.57142857142856
naipingo,371.27272727272725
naiyobi,2316.25
nakapanya,349.6
nakatuguru,1141.4
nala,1120.0
nalasi,532.7647058823529
namabengo,846.0
namagondo,1247.65
namajani,398.984375
namalenga,361.38709677419354
namanga,1324.4375
namanyere,1533.3125
namapwia,235.66666666666666
namasakata,479.2962962962963
namatula,377.8333333333333
namatutwe,341.0
nambambo,366.54545454545456
nambilanje,160.33333333333334
nambinzo,1711.0
namichinga,195.83333333333334
namikango,310.25
namikupa,237.75
namilembe,1172.4814814814815
namiyonga,558.7142857142857
nampungu,621.8333333333334
namtuhuka,163.08333333333334
namwinyu,797.4705882352941
nandembo,555.5555555555555
nandete,324.72727272727275
nanga,1233.0
nanganga,232.82608695652175
nangano,285.3333333333333
nangaru,145.0
nangomba,358.27777777777777
nangowe,428.3333333333333
nanguruwe,165.25
nangwa,1615.6
nanhyanga,320.44444444444446
nanjara reha,1615.7222222222222
nanjirinji,48.07142857142857
nanjota,327.6969696969697
nansimo,1153.4285714285713
nanyamba,198.33333333333334
nanyumbu,275.03125
napacho,309.2
naputa,216.4
narungombe,231.85
nata,1233.0
natta,1367.5915492957747
naumbu,-20.791666666666668
ndala,1233.0
ndalambo,1711.0
ndama,1240.0
ndedo,1006.0
ndembezi,1233.0
ndevelwa,1233.0
nditi,267.8
ndogosi,1102.0227272727273
ndola,1711.0
ndolwa,390.2631578947368
ndomoni,265.3
ndono,1233.0
nduguti,1534.840909090909
nduli,1305.142857142857
ndumbwe,-23.846153846153847
ndungu,495.94444444444446
nduruma,999.5622119815669
negero,538.6325088339223
neruma,1175.8444444444444
ng'ambo,1233.0
ng'apa,2.0
ng'haya,141.9306898774984
ng'hoboko,44.47230028101163
ng'hundi,141.93068987749842
ngana,1711.0
ngangamara,204.375
ngara urban,1240.0
ngarenanyuki,1492.4825581395348
ngarenaro,1388.0
ngasamo,141.9306898774984
ngaya,44.47230028101165
ngenge,1240.0
ngerengere,182.95
ngh'ong'ona,1120.0
nghambaku,1120.0
ngima,1620.7777777777778
ngimu,1590.7777777777778
ngofila,44.47230028101164
ngoheranga,301.77777777777777
ngokolo,44.47230028101165
ngoma,1164.4166666666667
ngombezi,439.6529126213592
ngomeni,89.6086956521739
ngonga,1711.0
ngongowele,512.0
ngongwa,44.47230028101166
ngorika,683.5
ngorongo,5.64453125
ngorongoro,2358.3
ngudu,141.93068987749845
ngujini,1561.6
ngulinguli,44.47230028101163
ngulla,141.93068987749842
ngulu,1233.0
nguruka,1072.45
nguvu moja,1233.0
ngwala,1711.0
ngwelo,1190.0
nhundulu,141.9306898774984
nishambya,1240.0
nitekela,223.85714285714286
njengwa,226.19230769230768
njinjo,34.38095238095238
njoge,1120.0
njombe urban,1967.1666666666667
njoro,1097.6521739130435
nkaiti,988.5454545454545
nkangamo,1711.0
nkilizya,1175.5
nkinga,1233.0
nkiniziwa,1233.0
nkinto,1529.1363636363637
nkoanrua,1323.162162162162
nkoaranga,1316.0217391304348
nkoarisambu,1500.388888888889
nkoko,1168.1666666666667
nkololo,188.24214103653333
nkoma,862.129535071219
nkomang'ombe,1124.7692307692307
nkome,141.9306898774984
nkowe,410.6470588235294
nkumba,194.15555555555557
nkungulu,141.93068987749805
nkwenda,1240.0
nondwa,1120.0
nsemulwa,1086.0
nshamba,1240.0
nsimbo,1134.6964285714287
nsunga,1240.0
ntendo,1828.875
ntobeye,1240.0
ntobo,163.3250702529104
ntuntu,1565.7954545454545
ntwike,1086.0833333333333
nyabibuye,1396.3
nyabiyonza,1240.0
nyabubinza,44.47230028101164
nyabusozi,1240.0
nyachiluluma,141.93068987749842
nyahongo,1182.3333333333333
nyaishozi,1240.0
nyakabindi,188.24214103653347
nyakagomba,141.9306898774984
nyakahanga,1240.0
nyakahura,1240.0
nyakakika,1240.0
nyakalilo,141.9306898774984
nyakamwaga,141.9306898774984
nyakasasa,141.93068987749842
nyakasimbi,1240.0
nyakasungwa,141.93068987749842
nyakatende,1192.2307692307693
nyakato,953.7815095702422
nyakibimbili,1240.0
nyakisasa,1240.0
nyakitonto,1330.84
nyakonga,1670.8333333333333
nyalikungu,44.47230028101163
nyaluhande,141.93068987749845
nyamagaro,1210.8181818181818
nyamalimbe,141.9306898774984
nyamatare,1400.9811320754718
nyamato,18.2304
nyamatongo,141.93068987749845
nyambiti,141.93068987749845
nyambono,1251.4117647058824
nyambureti,1387.5294117647059
nyamhula,1172.9444444444443
nyamidaho,1214.111111111111
nyamigogo,1240.0
nyamilama,141.93068987749845
nyamimange,1230.28125
nyamirembe,1240.0
nyamiyaga,1240.0
nyamnyusi,1476.5
nyamoko,1525.9375
nyamrandirira,1181.888888888889
nyamtinga,1257.0
nyamtukuza,1365.7714285714285
nyamunga,1168.0
nyamuswa,1407.0
nyamwaga,1657.9375
nyandekwa,387.82474686649715
nyandoto,1292.857142857143
nyang'hwale,141.93068987749845
nyanga,1240.0
nyangao,130.47619047619048
nyanguge,141.9306898774984
nyankanga,1206.9411764705883
nyanungu,1830.5
nyanzenda,141.93068987749845
nyarero,1664.5555555555557
nyarokoba,1489.0
nyarubungo,1240.0
nyasato,44.47230028101164
nyathorogo,1216.3
nyehunge,141.93068987749845
nyengedi,93.10714285714286
nyigogo,141.93068987749845
nyimbili,1711.0
nyololo,1728.4918032786886
nyoni,1605.2105263157894
nyugwa,141.9306898774984
nzega ndogo,1233.0
nzega urban,1233.0
nzera,141.93068987749842
nzihi,1406.576923076923
nzuguni,1120.0
okoani kibosho,1457.6363636363637
olbalbal,1441.9166666666667
olbolot,1318.0
old moshi magharibi,1141.7857142857142
old moshi mashariki,1141.5636363636363
old sumbawanga,1844.095238095238
oldeani,1481.75
oldonyo sambu,1197.0
oldonyosambu,1784.5324675324675
olele,1361.3846153846155
olgosorok,2102.6071428571427
oljoro,1037.55
olkokola,1825.9924812030076
olmolog,1673.030303030303
olorien,1351.75
oltroto,1590.5333333333333
oltrumet,1540.4615384615386
orkesumet,1298.2058823529412
ovada,1120.0
pahi,1120.0
pandagichiza,44.472300281011634
pandambili,1120.0
pande,67.6923076923077
pangale,1233.0
pangani magharibi,-16.75
pangani mashariki,-14.8125
pangwi,538.6325088339223
panzuo,121.625
paranga,1120.0
partimbo,1430.4166666666667
pasiansi,225.22535211267603
pasua,781.2
pemba,1598.0833333333333
pemba mnazi,-16.782608695652176
pinyinyi,644.1
pito,1910.2727272727273
poli,1345.4285714285713
pongwe,98.5
potwe,262.42857142857144
puge,1233.0
pugu,65.15068493150685
puma,1555.0227272727273
qash,1226.2307692307693
qurus,1499.3492063492063
rabuor,1210.5
railway,-25.8
rangwi,1846.1666666666667
rasbura,44.0
rau,903.8
rhotia,1561.52
rigicha,1340.6206896551723
ring'wani,1382.857142857143
riroda,1415.6296296296296
roche,1257.25
ruaha,402.6296296296296
ruanda,467.3146028442595
ruangwa,289.73333333333335
ruaruke,48.13333333333333
rubafu,1240.0
rubale,1240.0
rubeho,1317.7924528301887
rubuga,842.6
rudewa,495.3333333333333
rudi,1120.0
rugenge,1350.8
rugongowe,1312.623188405797
rugu,1240.0
ruhanga,1240.0
ruhembe,299.14736842105265
ruhita,1256.945945945946
ruhunga,1240.0
ruhuwiko,1030.111111111111
ruiwa,1711.0
rujewa,1711.0
rulenge,1240.0
runazi,1240.0
rung'bure,1453.3684210526317
rungemba,1786.0333333333333
rungwa,1378.7777777777778
rungwe mpya,1225.6363636363637
runzewe,44.47230028101165
ruponda,419.90909090909093
rusaba,1516.6666666666667
rusesa,1239.2857142857142
rushwa,1240.0
rusimbi,803.0
rusumo,1240.0
rutamba,172.77777777777777
ruvu,292.2743055555556
ruvu remit,597.0
ruvuma,1061.25
ruzinga,1240.0
rwabere,1240.0
rwinga,827.6666666666666
sadani,1518.6153846153845
sagara,1120.0
sagata,188.24214103653352
saja,1384.0
sakasaka,44.47230028101161
sakwe,188.24214103653338
salale,-45.875
salama,1502.5
salawe,44.47230028101163
sale,1244.2857142857142
sali,717.6111111111111
same urban,864.6
samuye,44.472300281011606
sandulula,2022.962962962963
sangabuye,225.22535211267595
sanjaranda,1323.5333333333333
sanje,270.6034482758621
santilya,1711.0
sanu,1830.8275862068965
sanza,891.3636363636364
sanzawa,1120.0
sapiwi,188.2421410365334
sasajila,884.7894736842105
saunyi,538.6325088339223
sazira,1336.8181818181818
segala,1120.0
segera,286.7
segese,44.472300281011655
sejeli,1120.0
sekei,1420.3333333333333
selambala,94.52173913043478
selela,1036.2727272727273
semembela,1233.0
senga,1926.9628099173556
sengenya,403.9
sepeko,1376.1875
sepuko,1479.3658536585365
serengeti national park,1796.6
shabaka,141.9306898774984
shagihilu,44.47230028101162
shambarai,920.829268292683
shangani,-20.75
shanwe,1067.5
shelui,1090.611111111111
shigala,141.93068987749842
shigamba,1233.0
shilalo,141.9306898774984
shimbi,1394.4782608695652
shinghatini,1226.9433962264152
shishani,141.93068987749845
shishiyu,44.47230028101166
shitage,1233.0
shume,1783.8983050847457
shungubweni,-30.071428571428573
sigili,1233.0
sigino,1190.0
siha kaskazini,1406.5172413793102
siha kati,1249.2068965517242
siha magharibi,1488.4857142857143
siha mashariki,1378.559633027523
sikonge,1233.0
sima,141.9306898774984
simbay,1469.0
simbo,755.9390979603564
sindano,195.44
sindeni,483.3076923076923
singisi,1361.2222222222222
sintali,1708.6666666666667
sirari,1614.5555555555557
sirop,1504.4
sitalike,1009.6153846153846
siuyu,1499.1923076923076
soera,1120.0
sofi,323.8421052631579
soga,110.0873786407767
soit sambu,1961.8636363636363
sokon i,1318.0
sokoni ii,1525.857142857143
solwa,44.47230028101163
somanda,188.24214103653333
somangira,-22.74190103239587
sombetini,1350.5
songa,195.77777777777777
songambele,844.949905482042
songoro,1587.3529411764705
songosongo,-39.76923076923077
songwa,44.47230028101165
soni,1246.8695652173913
sopa,1675.4444444444443
stesheni,343.3333333333333
subira,1062.6666666666667
sudi,32.285714285714285
suguti,1170.5
suji,1487.1666666666667
sukuma,89.95288209270544
suma,1711.0
sumbugu,141.93068987749842
sumve,141.93068987749845
sunga,1738.8
sungaji,341.962962962963
sungwisi,1233.0
sunuka,784.8125
sunya,1125.1666666666667
suruke,1120.0
tabaruka,141.93068987749842
tai,1206.304347826087
talaga,44.472300281011634
talawanda,133.2
tambani,49.05769230769231
tambuka reli,1120.0
tambukareli,1233.0
tamota,1161.5217391304348
tandahimba,238.38888888888889
tandangongoro,54.233333333333334
tanga,1060.945945945946
tarekea motamburu,1676.4666666666667
tawa,399.55
tchenzema,1627.4285714285713
tegeruka,1206.5
tembela,1711.0
terrat,1200.7142857142858
thawi,1120.0
themi,1325.0
tinde,44.47230028101157
tingatinga,1177.5714285714287
tingeni,183.42857142857142
tingi,651.1777777777778
titye,1154.695652173913
tlawi,1844.1
tongi,1233.0
tongoni,13.631578947368421
tulya,1078.0
tumati,2067.6428571428573
tumbi,90.83564013840832
tunduma,1711.0
tungamaa,20.40625
tununguo,181.22222222222223
turwa,1501.0
tutuo,1233.0
tuwemacho,572.7272727272727
ubangaa,53.1
ubaruku,1711.0
ubenazamozi,250.375
ubetu kahe,1635.780487804878
ubiri,1287.75
uchindile,1214.0
uchunga,44.472300281011634
udekwa,1334.842105263158
uduka,1233.0
ufana,1832.6785714285713
ufukoni,3.864864864864865
ufuluma,1233.0
ugala,1138.5
ughandi,1482.5142857142857
ugogoni,1120.0
ugunga,1233.0
uhambingeto,1383.3076923076924
ukata,831.0
ukenyenge,44.47230028101165
ukiriguru,141.93068987749842
ukondamoyo,1233.0
ukumbi,1824.955223880597
ukumbisiganga,1233.0
ukune,44.47230028101166
ukwama,2030.3714285714286
ukwega,1487.5384615384614
ulanda,1468.7575757575758
ulaya,534.8095238095239
ulemo,1440.2307692307693
ulenje,1711.0
ulowa,44.47230028101165
umwe,-22.352941176470587
unga ltd,1366.0
unyambwa,1541.3478260869565
unyamikumbi,1605.5428571428572
upuge,1233.0
urambo,1233.0
uru kaskazini,1333.0666666666666
uru kusini mawela,1040.2325581395348
uru mashariki,1259.4736842105262
uru shimbwe,1433.0666666666666
urughu,1134.3333333333333
urwira,1052.8
usa river,1158.5555555555557
usagali,1233.0
usagara,141.93068987749845
usanda,44.472300281011634
usangule,311.5681818181818
usevya,929.6666666666666
ushetu,44.47230028101164
ushiri ikuini,1451.34375
ushirika,44.47230028101161
ushirombo,44.4723002810116
ushokola,1233.0
usinge,1233.0
usisya,1233.0
ussoke,1233.0
usuka,1589.374331550802
usule,44.47230028101165
utende,1192.5
utengule,298.4761904761905
utengule usangu,1711.0
utengule usongwe,1711.0
utete,29.717869822485206
utiri,1371.0
utwigu,1233.0
uvinza,1111.341463414634
uwanja wa ndege,490.0
uwemba,2039.7977528089887
uyogo,44.47230028101165
uyovu,44.47230028101163
uyowa,1233.0
uyui,1233.0
uyumbu,1233.0
vibaoni,639.2777777777778
vigaeni,-24.714285714285715
vigoi,947.9545454545455
vigwaza,-4.4733727810650885
vihingo,69.86666666666666
vijibweni,-20.125
vikindu,31.21399176954732
vikumbulu,283.5
vinghawe,1120.0
visiga,55.44186046511628
vudee,1460.0833333333333
vuga,1325.642857142857
vugiri,532.0
vuje,1402.576923076923
vumilia,1233.0
vunta,1503.1724137931035
wala,141.93068987749842
wampelembe,820.1818181818181
wangama,2111.9791666666665
wanging'ombe,1376.611510791367
wariku,1238.4615384615386
wasa,1691.5
wela,1233.0
wino,1422.6823529411765
wotta,1120.0
yaeda chini,1338.0714285714287
yakobi,1690.6206896551723
yombo,8.910288358846564
zagayu,188.24214103653347
zanka,1120.0
ziba,1233.0
zinga/ikerege,-4.646546954378553
zirai,162.28571428571428
ziwani,-10.69921875
zoissa,1120.0
zombo,490.08
zongomera,44.47230028101165
zuzu,1120.0
